report_date,online_store,upc,retailer_product_code,brand,category,sub_category,product_description,review_date,review_rating,review_title,review_text,is_competitor,manufacturer,market,matched_keywords,time_of_publication,url,review_type,parent_review,manufacturers_response,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,verified_purchase,helpful_review_count,review_hash_id
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/25/2019,5,Perfect shower gel for sensitive skin!,Perfect for sensitive skin! The shower gel is both cleansing and refreshing without irritating my skin like various other gels. It also has a lovely fresh smell and contains great ingredients such as chamomile oil. I would definitely recommend!! [This review was collected as part of a promotion.],0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,a03e09cb-93dd-b0c1-5ded-22946a52534e
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/25/2019,5,Hydrating and Refreshing,"Love this shower gel, it does exactly what it aims to do! Lathers well and smells divine; left me feeling extremely fresh and hydrated afterwards. You don't need to use a lot either which means it is long lasting and cost effective! [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,3a5bddb2-c6d3-a829-d1be-8c93de852412
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,2/5/2019,4,Does what it says on the tin,"Great shower wash, even though it had cucumber extracts there wasn't a strong smell of anything which is great. Both my husband and me were happy to use it. I have sensitive skin which it didn't irritate. I would like to see more eco friendly ingredients and a glass bottle or refillable option [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,b0412f43-a16a-ccc6-6fee-213cc0aeebf0
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,2/1/2019,5,So natural and subltle!,"When I got this, I was a little concerned because I detest cucumber, and I'm very wary of it being in products. I shouldn't have worried, because it's really not that strong at all!The gel is clear, the smell is fresh and not overpowering, and I am going to guess that's due to the natural additions, rather than artificial flavourings etc. It lathered up well and the smell it left wasn't lingering. Great stuff! [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,59d34e9d-5989-a03b-0a73-3e0d9d798e0e
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/31/2019,5,Smell natural,"I love the smell of this shower gel, smell quite natural, not like the other brand that the fragrance is too strong for me. I feel quite refreshing after using this shower gel, my skin trend to be very dry, but this gel seems to be the right balance of cleansing and moisturising. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,243f6008-007c-bc14-7d5f-2b7fce242397
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/31/2019,3,Nothing special,"I\u2019ve been using this for around a week now, and I\u2019d say it\u2019s just a pretty standard shower gel. The smell is quite strange - it smells like cucumber in the bottle, but almost like tea on the skin. It is quite gentle on the skin, but ultimately I\u2019d say it\u2019s pretty average. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,6f2cc269-de66-2f42-5eca-ab7399cf94f4
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/29/2019,5,Simple shower gel,"Simple refreshing shower gel really great for sensitive skin, has no colours or nasty stuff in it! Smells really good and provides a good lather. Not irritating to skin, can even use it on my little niece without complaint. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,4cd77c04-30ca-a6dc-216a-aaa62f190e0e
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/28/2019,5,Simple!,"I use most of the simple products range, as I have pretty sensitive skin. I love this shower gel. It foams up nicely, and has a mild refreshing scent. My skin feels soft and cleansed without being dried out. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,fc1d07db-cd41-0751-dc40-6d4e3f1730ff
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/27/2019,5,Refreshing light scent shower gel,"I have used this shower gel for a few mornings now and I have to say what a refreshing product,it has left my skin soft and supple, it has a light refreshing smell and give you a thoroughly clean feeling. Will definitely be a new staple for all the family children included. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,1480f70d-c34a-7e7c-55e5-af718473d6ec
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/26/2019,5,True to the name !,I bought this about a month ago and cant stop re-purchasing ! Very \u2018refreshing\u2019 as the name suggests! Lovely fresh smell that stays after washing off! Very nice and i will continue to use this as i have sensitive skin and it is very gentle. [This review was collected as part of a promotion.],0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,b35e3a0a-ff21-b9f9-9474-778ce0b2fb34
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/25/2019,4,Silky & Smooth,"Love this Simple Shower Gel ,it's not like some gels that is like glue ,hard to rub on then slips off into the bath ,this ,goes on smoothly and easily with no waste and leaves my skin feeling silky and soft .It doesn't have an over the top scenty smell .It's simple ,I like it. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,3d0f54cf-c536-246e-219e-17ab9481ee48
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/28/2019,4,Skin Purifying!,I like Simple as a brand as it does feel very natural and not as chemical as other body washes. This shower gel is really great if you want something less scented and more basic. It feel friendly too skin and leaves you feeling clean and washed! [This review was collected as part of a promotion.],0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,6b2dd9e5-5407-f014-2db8-208d9d63dc3e
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/27/2019,2,Alright,"It is a very neutral product. It\u2019s cheap but you get what you pay for. The smell is niceish, but very natural. Not more special than any other standard shower gel. The positives that it doesn\u2019t have any artificial perfume, colour or chemicals in it. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,b1c5b8d8-e5c0-7f5c-a92e-3543a8547d91
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/26/2019,5,Perfect for sensitive skin!,I have very reactive skin because of eczema. I have found this shower gel calming and it does not aggravate my skin. I\u2019m pleased to see that there are fewer ingredients in it than similar products and no added perfume! It literally doesn\u2019t smell of anything. For me this is ideal and I\u2019m happy to have another brand of shower gel that I feel safe to use without risking a flare up. [This review was collected as part of a promotion.],0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,664044df-0245-f018-cdaf-a53b11d36956
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/25/2019,5,Simply soft skin,Amazing product! My skin feels super soft to touch. It foams easily in the hand and smooths on the skin like silk. It has a slight scent to it but it is not overpowering at all. I didn\u2019t need to use a lot of the gel either as a little went a long way. It didn\u2019t irritate my skin 1 single bit which is a massive bonus! I love this product. [This review was collected as part of a promotion.],0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,2625a2e3-e8c9-f7ad-8fad-05ed53b1e78d
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/23/2019,4,Gentle on skin!,Just as I expected from a simple product! Nice and gentle on my skin and you dont need to use tonnes of it so it lasts as expected. No complaints - nice consistent product and would definitely buy again! [This review was collected as part of a promotion.],0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,0ab95829-82b7-a288-b3d0-fd9fe7bd8bfc
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,2/1/2019,4,Simple - success yet again,"Simple great as ever! I have always been a great fan of Simple - I have quite sensitive skin and this is perfect, refreshing but without an overpowering scent. A little goes a long way as well, particularly if you use it with a body puff. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,36634bfe-bc83-3909-827d-03cadc5a6dbe
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/31/2019,4,Good basic shower gel,"Really gentle and cleansing, not a very strong smell though. Kind on your skin and foams nicely, I had just hoped for more of a scent, bit this would great if you have sensitive or delicate skin. Only a small amount needed too! [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,1aff1438-8a89-006a-f4c0-e28651233c7f
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/31/2019,5,Great shower gel,I ve been using this for over 1 week now and I can say that is a great product. It has a subtle smell and it cleans very well. I would recommend this product. It is a very good shower gel. It also has an affordable price. 5 stars [This review was collected as part of a promotion.],0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,7c212008-d8ba-ff18-823e-fbdfc1c0fc30
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/30/2019,5,A good shower gel,"I love this shower gel, has a very fresh scent.. a little bit goes a long way and keeps me smelling fresh for the longest hours! Very gentle on the skin and makes my whole body soft and smooth.i would highly recommend this! [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,df3274c0-9f2d-a32b-4c83-0cbab5b40934
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/28/2019,3,Simple shower gel,I use simple between other brands as my skin breaks out easily and gets very dry with some branded soaps/shower gels I like simple as this does not happen!Simple refreshing shower gel does exactly as it says gives you that clean feeling without irritation literally has no smell! [This review was collected as part of a promotion.],0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,b1e94c3d-0736-f533-ffca-1c187249cb2c
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/27/2019,4,A good shower gel for sensitive skin,"I've bought this shower gel a few times whenever my skin is sensitive or reacting to another product. True to the Simple brand name, it's very neutral and does a great job of not irritating my skin further. If you're looking for something luxurious or highly scented, this isn't the shower gel for that, but it's a good everyday essential. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,fcd83ebe-362d-a4cd-fbd2-57f4b84ed02f
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/26/2019,5,Good for my skin,"My skin always feels so dry after I shower. However since I use this product I have seen a real improvement. I like the texture on my skin, it always feels good and refreshing. It has a nice, very light, refreshing scent. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,b9feda9b-4e17-1dcd-fb56-1c89e55d8800
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/26/2019,5,Gentle on skin,"I just love simple products as I know they are not harmful on my skin, I started using facial products and now started using the the shower gel too. It has a great soft smell and leaves my skin feeling really soft too.I would highly recommend their products. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,906c786c-1925-79ea-630a-47c7b941c94d
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/25/2019,5,Fresh smell,From the simple range so not full of nasties and kind to my skin. This shower gel is refreshing and has a light cucumber smell. It bubbles up well and left my skin soft not dry. Great for all the family as refreshing not floral or masculine smelling . [This review was collected as part of a promotion.],0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,1d4e5f6d-d7cb-d06a-06b5-03b5239fb468
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,2/1/2019,2,A bit too simple for me,I thought I would give this shower gel a whirl as always looking to try out new ones. Friend had said it had been good for their skin so thought I would give it a whirl The scent is hardly there at all. It doesn\u2019t last like I expected and as such doesn\u2019t allow me to feel like I\u2019m using anything I prefer when the scent lasts through the day as others do That being said it serves it purpose as a soap but I would not buy it again unless there were many other options not available [This review was collected as part of a promotion.],0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,b3441352-1f9e-a542-06dc-defef229c370
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/31/2019,5,I love this!,So I tend to use another soap free brand and I ended up trying this and it\u2019s so great. I suffer from reactions from soaps and dry skin and this is great but also I personally would probably use it on a baby\u2019s skin too. It also is fragrance free. It\u2019s great value for money [This review was collected as part of a promotion.],0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,464372e6-9e48-b872-fcda-cd4138203d3a
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/29/2019,5,Great!,"I love that this shower gel has no perfumes and things in it! Especially, as I am due to have a baby doing nd will be in the market for lots of these to avoid any post birth irritation! Fresh and does the job without the harmful chemicals! [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,ad3e9537-d274-05bd-a353-95c96b9df295
2/22/2019,SAINSBURYS,8.71256E+12,3727850,Simple,Personal Care,Skin Cleansing,Simple  Refreshing Shower Gel 250ml,1/26/2019,5,Refreshing,"Didn\u2019t irritate my skin, instead it felt nice and soft instantly. Applied easily and didn\u2019t have to use lots of the product. Felt very refreshing on my skin. Scent level was just right too.....not overpowering. [This review was collected as part of a promotion.]",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/shower-12632-44/simple-shower-refreshing-shower-gel-250ml#reviews,Syndicated,Parent,,Skin Cleansing,sensitive shower gel,Sensitive Shower Gel,,,,non-Retailer Core of the Core,Core of the Core,FALSE,0,106e57b5-a9e8-5952-7362-267d88563a51
2/22/2019,AMAZON,5.01225E+12,B00P1IECBE,TRESemmé,Personal Care,Hair Care,Tresemme  Heat Defence Spray 300ml,1/23/2019,5,Brilliant value for money,Great product and great price too,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R23KST5PPK55JO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00P1IECBE,Organic,Parent,,Hair Care,Styling Spray,Styling Spray,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,cd4b6e50-0d12-627a-c7fe-e4fa079b9322
2/22/2019,AMAZON,8.7116E+12,B00P7PFDDM,Lynx,Personal Care,Deodorants & Fragrances,Lynx Africa Body Spray Deodorant Aerosol 200ml,1/23/2019,5,Very good,Nice,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R2O4V4YC4K5PQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00P7PFDDM,Organic,Parent,,Deodorants & Fragrances,Male Body Spray,Male Body Spray,,,,Retailer Core of the Core,Core of the Core,TRUE,0,3e805a90-1326-00c5-15f6-271548cb4ef8
2/22/2019,AMAZON,8.71045E+12,B073V3SVM9,Surf,Homecare,Laundry,Surf  Tropical Lily Washing Liquid 85 Wash 3L,1/23/2019,5,Hope it’s there when I need it again,Perfect,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/RZHN7762XVIZR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B073V3SVM9,Organic,Parent,,Laundry,COTC Washing Liquid,n/a,,,,Retailer Core of the Core,Core of the Core,TRUE,0,4690c9df-9e7d-4b3d-1f52-a93d9246c353
2/22/2019,AMAZON,8.71045E+12,B075K3D4CG,Surf & Comfort,Homecare,Laundry,Surf & Comfort  Fragrance Essential Laundry Kit (3 Items),2/9/2019,1,Terrible,It was spilled everywhere in the box,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R1CEKQDCMDHYW0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B075K3D4CG,Organic,Parent,,Laundry,COTC Washing Liquid,Fragrance Washing Liquid,,,,Retailer Core of the Core,Core of the Core,TRUE,1,60dd061a-a3b5-680e-116a-48d2e77f44be
2/22/2019,AMAZON,8.71045E+12,B077YK7GLF,Comfort,Homecare,Laundry,Comfort  Sunshiny Days Fabric Conditioner 166 Wash 5L,1/23/2019,5,Great scent,Absolutely love this scent. Makes your clothes smell fresh as well the bed linnen.,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R1EFP6TLMNDFH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YK7GLF,Organic,Child,,Laundry,COTC Fabric Conditioner,,,,,non-Retailer Core of the Core,Core of the Core,TRUE,0,0598f639-e356-316d-d2b1-1ef3a6981ccd
2/22/2019,AMAZON,8.71045E+12,B077YLQ2R1,Comfort,Homecare,Laundry,Comfort  Pure Fabric Conditioner 166 Wash 5L,1/23/2019,5,Great scent,Absolutely love this scent. Makes your clothes smell fresh as well the bed linnen.,0,Unilever Global,UK,,,http://www.amazon.co.uk//gp/customer-reviews/R1EFP6TLMNDFH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YLQ2R1,Organic,Parent,,Laundry,COTC Fabric Conditioner,,,,,Retailer Core of the Core,Core of the Core,TRUE,0,359b0e59-7291-c7a6-e26d-15855097a714
2/23/2019,BOOTS,5.01145E+12,4642422,Simple,Personal Care,Skin Care,Simple Regeneration Age Resisting Cleansing Wipes 25 wipes,1/24/2019,5,Very Good,"I picked up in a rush in store and am so pleased I did. These remove make up with ease and leave my skin feeling tighter and brighter. I use both sides of the wipe and it remains strong and moist. I usually use micellar water but will continue to use these because they are just so good. No overpowering scent, no perfume or colour. Excellent quality and immediate results. Try them you will not be disappointed. Super soft skin with no residue. Very pleased.",0,Unilever Global,UK,,,,Organic,Parent,,Skin Care,Wipes,Wipes,,,,Retailer Core of the Core,Core of the Core,FALSE,0,9d9f64ab-58b6-5310-1f12-26df954858fa
2/23/2019,OCADO,8.71256E+12,67211011,Dove,Personal Care,Skin Cleansing,Dove  Deeply Nourishing Body wash 500ml,2/4/2019,5,"Gorgeous shower cream, no SLS!","I usually buy organic cosmetics and wanted a natural product without the high price tag. I was delighted to find this! This shower cream is one of the few big brands which does not contain SLS, a harmful skin irritant added as a foaming agent to create a lather. It is silky smooth, thick and creamy, gentle on the skin, and rich enough to moisturise my dry mature skin. It has a gorgeous delicate fragrance and feels far more expensive than it is. Excellent value, especially for a product which contains no Sodium Laureth Sulfate, Sodium Lauryl Sulfate or Parabens.",0,Unilever Global,UK,,,,Organic,Parent,,Skin Cleansing,Shower General,Shower General,,,,Retailer Core of the Core,Core of the Core,FALSE,0,c0e38415-f5bd-6bed-365c-c6eb08b24bb0
2/23/2019,OCADO,8.71811E+12,56134011,Hellmann's,Foods,Dressings,Hellmann's  Real Squeezy mayonnaise 750ml,1/30/2019,3,shame about the bottle!,"The mayonnaise would get 5 stars from me for taste but the container is style over substance. The squeezy bottle is, in itself, a genius idea but thats where it stops. It is too tall for the size of cap making it top heavy and unstable. Every bottle Ive ever put in my fridge has tumbled out. The cap is made of brittle plastic so it shatters as it hits the kitchen floor. Its like Groundhog Day each time it happens! Then, as other reviewers have commented, its impossible to get all the product out of the bottle. Surely this container is crying out for a design overhaul?",0,Unilever Global,UK,,,,Organic,Parent,,Dressings,mayonnaise,Mayonnaise,,,,Retailer Core of the Core,Core of the Core,FALSE,0,88103c61-1b0e-e48a-0c2e-cad9d395877b
2/23/2019,OCADO,76840600021,13117011,Ben & Jerry's,Refreshment,Ice Cream,Ben & Jerry's Classic Cookie Dough Ice Cream 500ml,1/24/2019,5,yummy ice cream,This ice cream is great. The cookie dough pieces are just the right size and the ice cream itself is so creamy and delicious. The only problem is that once you open the tub it's impossible to stop eating until it's all gone.,0,Unilever Global,UK,,,,Organic,Parent,,Ice Cream,Ben & Jerry's,Ben & Jerry's,,,,Retailer Core of the Core,Core of the Core,FALSE,0,14029066-6359-d484-77dc-8ddf89cd13d7
2/23/2019,OCADO,8.71257E+12,311975011,Magnum,Refreshment,Ice Cream,Magnum  White Ice Cream 8 x 110ml,1/30/2019,5,Heavenly,My nightly treat. Perfection,0,Unilever Global,UK,,,,Organic,Parent,,Ice Cream,Magnum,Magnum,,,,Retailer Core of the Core,Core of the Core,FALSE,0,4ef790f6-eca3-3428-9afd-4f6add600133
