,review_date,review_rating,review_title,review_text,verified_purchase
715,1/31/2019,1,mrs,what happened to your lovely cream eyemake up remover,False
716,2/2/2019,1,terrible,"I used this product for 1 week and it has given me really bad under skin spots, this product is also very drying. Would not recommend if you have sensitive skin.",False
717,2/2/2019,5,Great SPF moisturiser,"I have very oily skin so finding a moisturiser that offers SPF protection without leaving a greasy film is a challenge, but this sinks in so well and doesn't make me shiny at all. The only criticism I have is that there is no UVA star rating.",False
718,2/1/2019,5,Life changing!,"Love how soft my skin feels after using this product! In the cold winter months, this is especially helpful.",False
719,2/27/2019,5,"have been using for years, works well on all my silk, wool and linen items","I have been using this for years and it works really well; it has not damaged any of my clothes. it has not left a residue on any of my clothes. it keeps my clothes in good condition and colour. it has not irritated my sensitive skin in any way. I have been using Persil silk and wool for years and it is really good. I only looked on Amazon as my supermarket had not had any for 3 weeks in a row, and realised it costs about the same here on Amazon Pantry. I wash my silk, wool and linen items on a silk wash ( on my washing machine that is a setting, but I think it comes to the following...30 degrees C, light action, very low spin cycle - very important not to hard spin wool or silk, ruins the fibres) I hang them up to dry. all of these items are either hand wash only or dry clean only items, and quite honestly I do not have the strength to hand wash or the wish to dry clean. This has worked well for me for 10+ years using this detergent.",False
720,2/3/2019,5,Good,Goof,True
721,2/6/2019,4,Good taste,Is actually good and practical to use the pot. Keeping hot for a while. Easy to make.,True
722,2/3/2019,5,Really Happy would highly Recommend,Really Happy good quality and value recommend seller no issues as it should be would highly Recommend,True
723,1/31/2019,5,Silky smooth hair,"Large bottles. Shampoo improves hair. Shiny and clean. Terrific product for a family or group of students. 900 ml lasts for months. Tresemme is a superb brand. Affordable price. Speedy delivery, good packaging. Product arrived with extra bubble wrap around the bottle.",True
724,2/3/2019,3,Makes your hair very oily,Makes your hair oily. Yes it can protect but then your blow dry doesnt last for long. Next day you need a shower,True
725,1/29/2019,5,Great value for money!!,"Great value for money. Good for most hair types. Use this in a house with 7. Hair ranges for toddler girl, normal boys, curly boys hair, fine and thin, and very thick long hair that has highlights.... all our hair is clean and soft after using! Only negatives are the shape of bottle make it hard when wet and soapy to hold with one hand to squeeze into other hand. Also if lid is not closed properly then it drys blocked up and is hard to clean!",False
726,2/5/2019,5,Very happy customer,Nice smell,True
727,2/3/2019,5,Ok,Smells lovely,True
728,1/30/2019,5,Fast delivery,Good value,True
729,1/31/2019,5,Arrived as stated good service,Good value pack fast service,True
730,2/5/2019,5,Top product,"Best deodorant brand that always deliver, smells amazing",True
731,1/30/2019,5,Good value for the price,Good value for the price,True
732,2/5/2019,5,Would recommend,Good value,True
733,2/3/2019,5,Really Happy would highly Recommend,Really Happy good quality and value recommend seller no issues as it should be would highly Recommend,True
734,1/30/2019,5,Great,Great bo beater. Smells nice,False
735,2/4/2019,5,Very effective,"Really does work well and a pleasant smell. Doesn't stain clothes, excellent product",True
736,2/3/2019,5,Very good size for the price,"Love this comfort,smells so fresh",True
737,1/31/2019,5,COMFORT Smells AMAZING,"Smells gorgeous huge bottle last ages ! bought 4 of these and stocked up , will purchase again leaves clothes smelling lovely",True
738,2/1/2019,5,Classic,Good,True
739,1/30/2019,5,Nice,Smells nice. Soft and static free,True
740,2/5/2019,5,"Mrs Bunny rates highly,Soft & Unscented.","I like because it is unperfumed and that is vitally important from my little 'Bunny Rabbits'point of view...yes she likes things clean &Soft...hence this babysoft conditioner,but if there was a perfume stronger than hers there would be trouble..No body is offended by her naturual scent,living on fresh hay and eating rose petals you can imagine how beautiful her little Bunny self smells.Fake perfume would send her scent glands into overdrive and she would be compelled to mark everything.!!! So for that reason,this product passes thr Bunny test.Soft & unscented perfect,Mrs Bunny sez so !",True
741,1/31/2019,5,PURE COMFORT,Smells so nice and leaves clothes smelling nice and fresh i got 2 of these they will last a very long while as they are big bottles very pleased with my purchase,True
742,2/3/2019,5,For men,Smells good and keeps the pits dry. Can't go wrong with Dove deodorant.,True
743,2/6/2019,5,As expected,As expected,True
744,2/3/2019,4,Its shower gel,Its shower gel,True
745,2/5/2019,5,Good size,"Excellent price and size, especially how much the Mrs poors in.",True
746,2/4/2019,5,"Comfort Pure Fabric Conditioner, 5 Litre, 166 Wash",Excellent value for the price.... in fact I bought 2,True
747,1/30/2019,5,Love it smells amazing,Lovely smell last for ages on clothes,True
748,2/19/2019,5,Regular order,Great,True
749,2/4/2019,5,Great value,Great as a multi pack on subscription,True
750,1/31/2019,5,WONDERFUL,This is what the better half wanted and is cheaper than bought locally.,True
751,2/4/2019,5,Good price,"What can I say, does the job, pleased with purchase, will definitely be buying more",True
752,2/6/2019,5,Good value for money,and work as expected,True
753,2/2/2019,5,Small amount goes a long way,Hard to get on hands and you think that you haven't got enough but a very small amount keeps hair in place. I think the three tubs will last a very long time.,True
754,2/4/2019,2,So-so,"Purchased these as they were cheap but I really had forgotten how bad they taste, it's like chewing an old wet rope, I hope the kids like them because that's what they're having when they get home from school ha ha ha, of course, I will lie and say they taste great.",True
755,2/2/2019,5,Good value and quick delivery,"Handy things to keep in the cupboard, they're perfect for a quick snack. Great price for pack of 12. My order arrived as expected, packed well.",True
756,2/4/2019,5,I love it,I use Marmite on sausages instead of mustard. Am I addicted?,True
757,2/2/2019,5,"you either love it or hate it, I love it",Good price fast delivery,True
758,2/4/2019,5,great for cleaning and sterilizing.,keeps the home fresh and clean.,True
759,2/5/2019,5,Kills 99% of all known germs! Great!,Like.,True
760,2/3/2019,3,Makes your hair very oily,Makes your hair oily. Yes it can protect but then your blow dry doesnt last for long. Next day you need a shower,True
761,1/29/2019,5,Great value for money!!,"Great value for money. Good for most hair types. Use this in a house with 7. Hair ranges for toddler girl, normal boys, curly boys hair, fine and thin, and very thick long hair that has highlights.... all our hair is clean and soft after using! Only negatives are the shape of bottle make it hard when wet and soapy to hold with one hand to squeeze into other hand. Also if lid is not closed properly then it drys blocked up and is hard to clean!",False
762,2/3/2019,5,Ok,Smells lovely,True
763,1/30/2019,5,Fast delivery,Good value,True
764,2/5/2019,5,Top product,"Best deodorant brand that always deliver, smells amazing",True
765,1/31/2019,5,Arrived as stated good service,Good value pack fast service,True
766,1/30/2019,5,Good value for the price,Good value for the price,True
767,2/4/2019,2,So-so,"Purchased these as they were cheap but I really had forgotten how bad they taste, it's like chewing an old wet rope, I hope the kids like them because that's what they're having when they get home from school ha ha ha, of course, I will lie and say they taste great.",True
768,2/2/2019,5,Good value and quick delivery,"Handy things to keep in the cupboard, they're perfect for a quick snack. Great price for pack of 12. My order arrived as expected, packed well.",True
769,2/2/2019,5,Fantastic,Absolutely love these comfort Creation fabric conditioners they smell really nice makes the whole house smell wonderful. These were on deal so saved a few quid and this bulk buy was well worth buying.One very happy customer will buy again when needed but get tempted Everytime it's on,True
770,2/3/2019,5,"Best shampoo! Makes hair shiny, soft, fully of body.","This is the best shampoo I've ever used. It makes my hair shiny, soft and full of body. Just a tiny bit goes a long way. 1 bottle lasts for months! Wonderful stuff!! I love it.",True
771,1/30/2019,5,Lasts months,Brilliant quality for the price,False
772,1/31/2019,5,Silky smooth hair,"Large bottles. Shampoo improves hair. Shiny and clean. Terrific product for a family or group of students. 900 ml lasts for months. Tresemme is a superb brand. Affordable price. Speedy delivery, good packaging. Product arrived with extra bubble wrap around the bottle.",True
773,2/4/2019,5,Very effective,"Really does work well and a pleasant smell. Doesn't stain clothes, excellent product",True
774,2/3/2019,5,Fantastic,I absolutely love this deodorant and it's so much cheaper to buy on line,True
775,2/3/2019,5,For men,Smells good and keeps the pits dry. Can't go wrong with Dove deodorant.,True
776,2/5/2019,5,Cheaper than in most supermarkets,Good value for big pots.,True
777,2/4/2019,5,Amazing scent,5*,True
778,2/2/2019,5,Fabulous scent.,I love this scent and to get it on offer was a massive bonus. Always leaves the washing smelling beautifully fresh & if I hang bedding sheets on radiators while theyre drying the whole house is perfumes. Love it.,True
779,2/2/2019,5,Fantastic,Absolutely love these comfort Creation fabric conditioners they smell really nice makes the whole house smell wonderful. These were on deal so saved a few quid and this bulk buy was well worth buying.One very happy customer will buy again when needed but get tempted Everytime it's on,True
780,2/2/2019,4,Creature comforts.,Really pleased with this conditioner. Smells lovely. Good offer. Could leave clothes a little softer but overall a good product.,True
781,1/30/2019,3,Half full bottles,Lovely smell however a few bottles were only half full,True
782,1/29/2019,5,Love this,Bought in bulk and I'm still working my way through it all . I shall buy again,True
783,2/4/2019,5,Amazing scent,5*,True
784,2/2/2019,5,Fabulous scent.,I love this scent and to get it on offer was a massive bonus. Always leaves the washing smelling beautifully fresh & if I hang bedding sheets on radiators while theyre drying the whole house is perfumes. Love it.,True
785,2/2/2019,5,Fantastic,Absolutely love these comfort Creation fabric conditioners they smell really nice makes the whole house smell wonderful. These were on deal so saved a few quid and this bulk buy was well worth buying.One very happy customer will buy again when needed but get tempted Everytime it's on,True
786,2/2/2019,4,Creature comforts.,Really pleased with this conditioner. Smells lovely. Good offer. Could leave clothes a little softer but overall a good product.,True
787,1/30/2019,3,Half full bottles,Lovely smell however a few bottles were only half full,True
788,1/29/2019,5,Love this,Bought in bulk and I'm still working my way through it all . I shall buy again,True
789,2/4/2019,5,Amazing scent,5*,True
790,2/2/2019,5,Fabulous scent.,I love this scent and to get it on offer was a massive bonus. Always leaves the washing smelling beautifully fresh & if I hang bedding sheets on radiators while theyre drying the whole house is perfumes. Love it.,True
791,2/2/2019,3,Disappointed with these caps,"Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",True
792,1/31/2019,5,Good product,We dont buy anything else,True
793,1/31/2019,4,ideal,Keeping the washing machine going,True
794,1/30/2019,5,Excellent value,Excellent value,True
795,2/6/2019,5,On time,Good,True
796,2/5/2019,5,Good,Quality,True
797,2/4/2019,5,Good price,"What can I say, does the job, pleased with purchase, will definitely be buying more",True
798,2/3/2019,5,Branded washing,I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,True
799,2/2/2019,3,Amazing value but...,I always go for Persil as its non bio and its cheap but it always leaves lumpy large residue behind,True
800,2/2/2019,4,Creature comforts.,Really pleased with this conditioner. Smells lovely. Good offer. Could leave clothes a little softer but overall a good product.,True
801,1/30/2019,3,Half full bottles,Lovely smell however a few bottles were only half full,True
802,1/29/2019,5,Love this,Bought in bulk and I'm still working my way through it all . I shall buy again,True
803,2/3/2019,5,Read before you buy,I didnt read the about details correctly. Its 6 small bottles totalling 3.6 litres. Expensive for that quantity when a 1.9lt bottle is only £2.99,True
804,2/5/2019,4,Fabric Softner,Read a few post Amazon were selling these 38 washes and sending out larger ones so decided to order. They are small bottles has advertised. Not sure they're worth £2 a bottle shops are selling larger ones for 50p extra. Lovely spell don't use any other fabric softer you only need a little amount.,True
805,2/11/2019,5,Excellent value,Excellent value for money,True
806,2/4/2019,5,Great value,Great as a multi pack on subscription,True
807,1/31/2019,5,WONDERFUL,This is what the better half wanted and is cheaper than bought locally.,True
808,1/30/2019,5,Love it smells amazing,Lovely smell last for ages on clothes,True
809,2/21/2019,5,Comfort,"Brilliant price, happy with my purchase. Should last a while.",True
810,2/18/2019,5,Great product,It is what it is and my wife was happy with it,True
811,2/17/2019,5,Luvly,It's got a luvly smell and it saves my carrying home from the shops much easy to have it delivered the only mistake was I ordered the wrong size I need the 90 wash but not to worry i'l double check next x,True
812,2/16/2019,1,Buy from your supermarket,Tiny little bottles that are not worth the money,True
813,2/3/2019,4,Its shower gel,Its shower gel,True
814,2/3/2019,5,Can't beat the taste,A treat much appreciated by my husband we are currently in Portugal and he missed his English tea. Perfect. Delivery spot on. Thank you.,False
815,1/30/2019,5,Genuinely makes a difference,I do not tan on sunbeds and spray tans dont take to my skin - I thought I would try this out and within a couple of weeks I could see a clear difference. Friends and family could also see!,True
816,1/30/2019,5,Genuinely makes a difference,I do not tan on sunbeds and spray tans dont take to my skin - I thought I would try this out and within a couple of weeks I could see a clear difference. Friends and family could also see!,True
817,2/8/2019,4,"Good value, excellent wash.",Very effective washing pods.,True
818,2/6/2019,5,On time,Good,True
819,2/5/2019,5,Good,Quality,True
820,2/2/2019,3,Disappointed with these caps,"Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",True
821,2/9/2019,4,A++++,Perfect. Persil is the best. Fast deluvery.,True
822,2/8/2019,5,Great Value,Cant go wrong Paid £15 for 3 packs.,True
823,1/31/2019,5,Good product,We dont buy anything else,True
824,1/31/2019,4,ideal,Keeping the washing machine going,True
825,1/30/2019,5,Excellent value,Excellent value,True
826,2/2/2019,3,Amazing value but...,I always go for Persil as its non bio and its cheap but it always leaves lumpy large residue behind,True
827,2/3/2019,5,Branded washing,I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,True
828,2/10/2019,1,Allergy,"Although these were a great price, i have come out in a severe allergy, no idea why as i have used before with no problems",True
829,2/8/2019,5,Great Value,Cant go wrong Paid £15 for 3 packs.,True
830,2/6/2019,5,On time,Good,True
831,2/5/2019,5,Good,Quality,True
832,2/4/2019,5,Good price,"What can I say, does the job, pleased with purchase, will definitely be buying more",True
833,2/3/2019,5,Branded washing,I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,True
834,2/2/2019,3,Amazing value but...,I always go for Persil as its non bio and its cheap but it always leaves lumpy large residue behind,True
835,1/31/2019,5,Good product,We dont buy anything else,True
836,1/30/2019,5,Excellent value,Excellent value,True
837,2/9/2019,4,A++++,Perfect. Persil is the best. Fast deluvery.,True
838,2/8/2019,4,"Good value, excellent wash.",Very effective washing pods.,True
839,2/2/2019,3,Disappointed with these caps,"Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",True
840,1/31/2019,4,ideal,Keeping the washing machine going,True
841,2/8/2019,4,"Good value, excellent wash.",Very effective washing pods.,True
842,2/5/2019,5,Good,Quality,True
843,2/4/2019,5,Good price,"What can I say, does the job, pleased with purchase, will definitely be buying more",True
844,1/31/2019,4,ideal,Keeping the washing machine going,True
845,1/30/2019,5,Excellent value,Excellent value,True
846,2/8/2019,5,Great Value,Cant go wrong Paid £15 for 3 packs.,True
847,2/2/2019,3,Amazing value but...,I always go for Persil as its non bio and its cheap but it always leaves lumpy large residue behind,True
848,1/31/2019,5,Good product,We dont buy anything else,True
849,2/3/2019,5,Branded washing,I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,True
850,2/9/2019,4,A++++,Perfect. Persil is the best. Fast deluvery.,True
851,2/6/2019,5,On time,Good,True
852,2/2/2019,3,Disappointed with these caps,"Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",True
853,2/10/2019,1,Allergy,"Although these were a great price, i have come out in a severe allergy, no idea why as i have used before with no problems",True
854,2/2/2019,3,Amazing value but...,I always go for Persil as its non bio and its cheap but it always leaves lumpy large residue behind,True
855,2/6/2019,5,On time,Good,True
856,2/5/2019,5,Good,Quality,True
857,2/4/2019,5,Good price,"What can I say, does the job, pleased with purchase, will definitely be buying more",True
858,2/3/2019,5,Branded washing,I use 2 at a time as I always have large loads. Does the job & smells better than some of the others I have used recently.,True
859,2/2/2019,3,Disappointed with these caps,"Not the quality that i expected from Persil.The pods don't dissolve properly at low temperatures. I am not overloading the machine; I am remembering to put the pod at the back of the machine. I find bits of semi melted pod all over the machine or, worse, the clothes",True
860,1/31/2019,5,Good product,We dont buy anything else,True
861,1/31/2019,4,ideal,Keeping the washing machine going,True
862,1/30/2019,5,Excellent value,Excellent value,True
863,2/5/2019,5,Summer nostalgia,Smells divine ! Will definitely recommend !,True
864,2/6/2019,5,Amazing,So so happy with this so worth the moeny,True
865,2/3/2019,3,Not as good as shop bought product,"We bought this to save lumbering home large bottles from the supermarket. We decanted this into an existing container and you could tell straight away it was not as concentrated as the one we normally buy. Despite filling the conditioner compartment in the washing machine our towels were not as soft. Unlike others, the ones we bought did have manufacturers labels on them.",True
866,1/31/2019,5,Good product,We always use comfort,True
867,1/31/2019,1,No labels! Who knows what's in the bottle!!!,"How do I know that this is actually comfort pure fabric conditioner? No labels whatsoever! Very unprofessional, won't be buying again as this could be anything!",True
868,1/30/2019,1,Not happy,Seemed to have some product missing out the bottle.,True
869,2/6/2019,5,Amazing,So so happy with this so worth the moeny,True
870,2/5/2019,5,Summer nostalgia,Smells divine ! Will definitely recommend !,True
871,2/3/2019,3,Not as good as shop bought product,"We bought this to save lumbering home large bottles from the supermarket. We decanted this into an existing container and you could tell straight away it was not as concentrated as the one we normally buy. Despite filling the conditioner compartment in the washing machine our towels were not as soft. Unlike others, the ones we bought did have manufacturers labels on them.",True
872,1/31/2019,1,No labels! Who knows what's in the bottle!!!,"How do I know that this is actually comfort pure fabric conditioner? No labels whatsoever! Very unprofessional, won't be buying again as this could be anything!",True
873,1/31/2019,5,Good product,We always use comfort,True
874,1/30/2019,1,Not happy,Seemed to have some product missing out the bottle.,True
875,2/3/2019,3,Good,Does the job,False
876,2/3/2019,5,a big hit with the family,The family loved this! The marshmallow is particularly good in it,False
877,2/3/2019,4,Yummy treat,The ice cream was smooth but very indulgent. The marshmallow was mostly in the bottom half of the pot and didn't really add much in terms of flavour or texture. I would buy it again as an occasional treat.,False
878,2/3/2019,5,Enjoyed by all,"The whole family really enjoyed this ice cream. It was a really lovely texture with plenty of chocolate fish. It may be a little sweet for some, but we really liked it!",False
879,2/3/2019,4,Different,"This ice cream is nice, has different textures within and isnt as chocolatey as it looks, it is a little expensive for what it is but its nice as a treat. My favourite bit was the marshmallow bits within the ice cream.",False
880,2/3/2019,5,"Great taste, great name","A lovely ice cream, nice chunks of chocolate and a lovely flavour. Its difficult not to eat the entire tub!",False
881,2/3/2019,2,Didnt work for me,I usually buy the Mr Muscle one. Ill go back to doing so.,False
882,2/4/2019,5,Smells gorgeous,"Great product, I used this for the first time after a bath and shaving my legs. The lotion wasn't greasy and left my legs smelling and feeling Fab. I can't wait to take this on holiday with me and hydrate my skin after a day in the sun. [This review was collected as part of a promotion.]",False
883,2/4/2019,4,"Light, non greasy and super moisturising.","Winter is really taking its toll on my skin and this moisturiser has been wonderful. It soaks in fast, isn't greasy at all and has a really refreshing aloe scent as well. It does everything I need to and does it well. It's water based so probably not best for oily skin, but on my normal to dry it's doing great. I'm pretty sensitive too but this hasn't caused any problems. However, it also contains Palm Oil. Now, palm oil is a brilliant ingredient and does a lot of wonderful things. But at the moment, it's rarely ethically sourced and that's my only issue with this product. Unilever are a big big player and need to address this issue. [This review was collected as part of a promotion.]",False
884,2/4/2019,5,Leaves skin feeling fresh,I have tried this product and was totally impressed with how soft it left my skin. Its refreshing to the touch as well as to smell. I suffer from dry skin and this has made such a difference. I will be using this product all the time from now on. [This review was collected as part of a promotion.],False
885,2/4/2019,4,Soft skin,I tried the Simple hydrating cleansing wipes during the evening to remove my makeup and cleanoses the skin. I found the wipes very soft and easy to use the wipes are nothe too wet or rough with just enough product on them to remove stubborn make up and feel gentle at the same time. Ideal for when you need tone take off makeup in a hurry and handy for traveling. I would recommend for anyone that has sensitive or dry skin. [This review was collected as part of a promotion.],False
886,2/4/2019,3,Small and too sweet,Decidedly smaller than a normal Magnums and the raspberry Newsweek the two layers of chocolate is too sweet and too much quantity.,False
887,2/4/2019,4,Feels nourishing,Gentle with a lovely lather. Not so keen on this fragrance but would try others in this range.,False
888,2/4/2019,4,Good shower gel,"Many thanks to Ocado for this free trial product, which I got my husband to test out. It is a big bottle which should last quite a long time. Because its a gel rather than a liquid this means it is easier to deal with. The fragrance is quite subtle but is definitely recognisable as cedarwood which is quite popular in mens bathing products.",False
889,2/4/2019,4,A hit,I wouldnt normally choose chocolate ice cream and my husband isnt a fan either however he was quite taken with this and I think the tub will disappear quickly!,False
890,2/4/2019,5,Lovely ice cream with plenty of chocolate fish,"I received a tub of this to try. We had it for dessert after Sunday lunch and one tub was sufficient for all 4 of us. The children both loved it of course (and gave it a million stars out of 5) and particularly enjoyed counting how many chocolate fish they found. I thought it was a really nice chocolate ice cream with plenty of chocolate fish - much more than I expected - but didnt really think there was a lot of caramel or marshmallow content, which was a shame. I would, however, buy this product again.",False
891,2/4/2019,5,Mmmm,"If you want a sweet rich chocolate ice cream, this will hit the spot.",False
892,2/14/2019,1,Not impressed,"Bought these thinking they were the ordinary simple cleansing wipes as the packaging is the same. Even as exfoliating wipes, do not find them good. They are quite dry (the actual wipes are dry - i don't mean they leave my skin dry!) Not a good product.",False
893,2/5/2019,5,Preserves the integrity of my skin,"I have MS and my skin can get burnt fron bladder weakness, using the oil gel keeps my skin protected better than any other product plus it smells nice.",False
894,2/5/2019,5,Shower Gel,"Very good product, excellent for every day use.",False
895,2/5/2019,5,Good Quality Shower Gel,"This shower gel smells very nice and is quite thick, not runny like some other gels. I would definitely buy this again.",False
896,2/5/2019,4,Recycled Plastic,"Great product, very concentrated and good lingering fragrance. The bonus is the bottle is made from 100 percent recycled plastic.",False
897,2/5/2019,5,Delicious Fun Chocolate Ice Cream,"All the family love it! Great chocolate ice cream and the kids enjoyed finding the fish! Won't last long in this household, a wonderful treat.",False
898,2/5/2019,5,Yum!,Everyone loved this. Will buy again.,False
899,2/5/2019,2,Formula change :(,"I've been using this moisturiser daily for 5+ years and it's always been great for the price. However a recent formula change means that it now stings slightly to apply, and has caused dermatitis to flare up around my eyes. I've compared the ingredients from before and think it's possibly due to the inclusion of 2-bromo-2-nitropropane-1,3-diol. Dissapoiting as was always super reliable before, even for my picky skin. Hopefully they'll change the formula back otherwise I won't be buying it again",False
900,2/5/2019,5,Perfect,I just try this product and so happy with it. It makes my hair so soft,False
901,2/6/2019,5,brill,"Wow i love this so much,the smell is amazing and it lingers on your skin for a while as ive notice with other cream it dont,i love that it is non greasy when applying it too which is another good thing,and i love it because this is the only cream ive found that works and helps with my dry skin that i get in patches on my face,just brill. [This review was collected as part of a promotion.]",False
902,2/6/2019,5,Lovely feel afterwards,"I would very much recommend this product, after using it my skin feels so soft and smooth. I believe if I continued to use this long term I would see massive benefits. The bottle is huge, so would last you a long time. [This review was collected as part of a promotion.]",False
903,2/6/2019,5,Gentle and moisturising,"This product is not what I would have bought. Although I like Vaseline products, this one has never appealed to me. The smell is really nice and the product goes onto the skin really well. It soaks in really nicely and doesn't leave a residue like some products do. [This review was collected as part of a promotion.]",False
904,2/6/2019,5,My hands feel lovely after use,"This product smells gorgeous. I have used this in the kitchen, and will certainly buy in the future. A great hand wash, lathers well, and non drying to the skin.",False
905,2/6/2019,2,stinging deoderant,My husband used this deoderant and found on application was very uncomfortable under arms with a stinging sensation for quite some while after use.,False
906,2/6/2019,1,Didn't work,I poured this in kitchen sink drain and left it overnight. Drainage no better in the morning. Then got Essential Waitrose drain unblocker a few days later and it did the job!,False
907,2/6/2019,4,yummy!,If you like chocolate icecream then this is a good one! Good texture as well,False
908,2/6/2019,4,No GMO.... YUM,Lovely creamy with good chocolate flavour. Contains no GMO,False
909,2/8/2019,2,Since formula change it can cause scratches,"I have always used Cif and thought it a great product. However, now the micro granules in it are no long plastic you have to be careful where you use it as it does cause fine scratches - be wary of using on stainless steel.",False
910,2/6/2019,1,chicken stockpots,why change what was great - no option for no starts,False
911,2/8/2019,5,Wonderful flavour,This is the best stock ever-unless you make your own! Gravy is richer and has a wonderful flavour. Wouldn't be without it.,False
912,2/6/2019,1,Contains Palm Oil,Shame they contain palm oil (albeit labelled 'fat'). You would have thought that these would have been reformulated by now given all the publicity.,False
913,2/6/2019,1,chicken stockpots,why change what was great - no option for no starts,False
914,2/11/2019,5,Magnum White Ice Cream Bars,My husbands favorite - but impossible to find at any of my previous sources. I will check out Target. Thank you.,False
915,2/11/2019,5,Exactly what I wanted,"I'm really impressed! This was my first time using self-tan so I was nervous how it would turn out but it worked perfectly - a gradual tan that you can build up, very light texture so it dried quickly and didn't stain or streak. Love it!",False
916,2/8/2019,5,"Subtle, soft and good colour",A lovely subtle and soft colour to the skin. I am pale and use medium to dark. Dove scent and no fake tan smell so far. I use for 4-5 days in a row then once or twice weekly. Just Keep rubbing in gently till absorbed.,False
917,2/7/2019,5,Really good for sensitive skin,"As a regular user of a number of simple products, I was very impressed with there refreshing shower gel. I suffer with quite dry skin during the winter, and when using other brands of shower gel they can sometimes act harshly and leave my skin quite dry and flaky, especially on my face. However with this simple shower gel this is not the case. It does not irritate my skin in face it leaves my complexion looking clearer and my skin feeling soft. The size of the bottle is adequate for everyday use and regular use. And although the packaging is quite mild it does the job. I would definitely choose this shower gel out of the choice. A little bit goes a long way, and the product has a pleasent scent. [This review was collected as part of a promotion.]",False
918,2/7/2019,5,A gel that will refresh you !,"I love having a shower in the morning and moreover, using a really fresh shower gel. This is the first thing I need to have a great day. With the Simple Refreshing Shower Gel, this is exactly what I was looking for. Something simple and non-odorous. The Refreshing Shower Gel is the perfect blend of ingredients to clean and energise your skin. Perfect for even the most sensitive skin [This review was collected as part of a promotion.]",False
919,2/6/2019,4,Great smell and feeling!,"I got this product a few days ago and used it already many times. While you might think a refreshing shower gel is quite ""liquid"" in its form, you could feel the cucumber extrat, which i found great! Often, products say things on their bottle and don't truly mean it whereas the Simple Product was not one of them. Secondly, the smell is amazing and my skin has not badly acted upon it. I do think it is a good product but it might not please others as well! [This review was collected as part of a promotion.]",False
920,2/11/2019,5,Fresh!!!,I love the simple range! It's great for my sensitive skin! Had never tried the shower gel but it's now the only shower gel I will continue to use. Left me feeling fresh and knowing it's best for my skin makes me more likely to recommend. [This review was collected as part of a promotion.],False
921,2/11/2019,5,Great product!,"I always use simple products so when I got the notification to request this product I was very pleased. As always, Simple has produced another great product that says what it does on the tin. My skin reacts well to Simple products and I am very pleased with this shower gel. [This review was collected as part of a promotion.]",False
922,2/8/2019,5,Simple refreshing shower gel,Simple refreshing shower gel. Personally. Didn\u2019t. Liked. It. But. My. Daughter. Enjoying. Using. It. She. Love. It. And. Asked. Me. To buy. More when. It\u2019s. finished [This review was collected as part of a promotion.],False
923,2/11/2019,4,Good shower,"This is a really good shower gel for sensitive skin, there isn\u2019t an overwhelming fragrance which a lot other shower gels have and cause irritation without us even realising. The simple shower gel foams well, it\u2019s not drying yet still very refreshing. [This review was collected as part of a promotion.]",False
924,2/11/2019,5,Lovely Product,"Just like the rest of the simple range, this product is really kind to the skin. I have pretty sensitive skin so this is great for me and would defintley recommend to others. Simple design but works well. [This review was collected as part of a promotion.]",False
925,2/10/2019,4,Fresh and clean!,"This Simple shower gel is a clear gel that lathers up really really well, so you don't have to use much to feel clean. As like other Simple products, it doesn't have perfume, so it's pretty much odourless, with a hint of cucumber smell. It feels really natural whilst also making me feel clean, so will definitely be buying again! [This review was collected as part of a promotion.]",False
926,2/7/2019,5,Very nice,I always been a big fan of Simple shower gels they just never disappoint. This one smells really lovely And feels nice and kind to my skin. Perfect for everyday use and would always recommend it to a friend. [This review was collected as part of a promotion.],False
927,2/7/2019,5,Great product,"Love this shower gel mostly for its simplicity and the fact that it does not contain any nasty chemicals. The scent is simple and smells a bit like soap, it foams nicely on the skin and leaves it soft and hydrated. [This review was collected as part of a promotion.]",False
928,2/6/2019,5,Kind to Skin,"This shower gel really is simple to use. A small amount created a lovely thick lather that left my skin feeling incredibly clean, soft and refreshed. There's no perfume - just a clean, fresh smell and no skin irritation. [This review was collected as part of a promotion.]",False
929,2/7/2019,4,Classic,"Got for my husband for a change. Classic lynx deodorant. Dont use too much, the smell can be overpowering but clean smell that last for the day.",False
